STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,METHODOLOGY,Measurement method,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2017,,2.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2019,,3.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2020,,2.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2021,,3.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,F,Female,PT_POP,Percentage of population,_Z,Not applicable,2022,,5.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2015,,2.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2017,,3.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2019,,4.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2020,,4.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2021,,4.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2022,,5.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,GRC,Greece,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2019,,1.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CRI,Costa Rica,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2022,,5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CRI,Costa Rica,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,_T,Total,PT_POP,Percentage of population,_Z,Not applicable,2023,,5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2015,,3.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2017,,3.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP(1.0),Use of vaping products,I,CAN,Canada,A,Annual,SP_RVPU,Share of population who are regular vaping product users,Y_GE15,15 years or over,M,Male,PT_POP,Percentage of population,_Z,Not applicable,2019,,5.8,,A,Normal value,0,Units,,
